---,Actor,Location,Rotation,Scale,Meshes
Row_321,/Script/CoreUObject.Class'/Script/ManorLords.SMBuildingMaster',"(X=106011.723052,Y=-39222.370006,Z=2801.848389)","(Pitch=0.000000,Yaw=26.779999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/dirtPlane.dirtPlane'',Materials=(Material'""/Game/NotStronghold/Engine/dirtPlaneMaterial""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/dirtPlane.dirtPlane'',Materials=(Material'""/Game/NotStronghold/Engine/dirtPlaneMaterial""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/dirtPlane.dirtPlane'',Materials=(Material'""/Game/NotStronghold/Engine/dirtPlaneMaterial""')))"
Row_322,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=0.000000,Y=0.000000,Z=-243.588379)","(Pitch=0.000000,Yaw=0.000000,Roll=-0.000000)","(X=1.300000,Y=1.300000,Z=1.300000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Buildings/Terraforming/tightPond_pit.tightPond_pit'',Materials=(MaterialInstanceConstant'""/Game/ManorLords/Buildings/Bases/SurfaceMine/M_DeformedGround_IncludingSnow""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Buildings/SocketMeshData/SMD_SimplePond.SMD_SimplePond'',Materials=(Material'""/Engine/EngineMaterials/WorldGridMaterial""')))"
Row_323,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=0.000000,Y=0.000000,Z=-419.970947)","(Pitch=0.000000,Yaw=0.000000,Roll=-0.000000)","(X=1.300000,Y=1.300000,Z=1.300000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Buildings/Terraforming/tightPond_pitmask.tightPond_pitmask'',Materials=(MaterialInstanceConstant'""/Game/ManorLords/Buildings/Bases/SurfaceMine/landscapeHoleMakerTest_maskedGrassByVP""')),)"
Row_324,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=-0.000009,Y=-0.000012,Z=-268.099609)","(Pitch=0.000000,Yaw=0.000000,Roll=-0.000000)","(X=1.300000,Y=1.300000,Z=1.300000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Buildings/Terraforming/tightPond_Water.tightPond_Water'',Materials=(Material'""/Game/WaterMaterials/Materials/M_PondWater""')),)"
Row_325,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=-2777.099547,Y=-187.536735,Z=-65.614502)","(Pitch=0.000000,Yaw=0.000000,Roll=-0.000000)","(X=1.880551,Y=1.880551,Z=1.880551)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var4_slBjG_4.Reed_Grass_LOD0_Var4_slBjG_4'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_326,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=-1459.504059,Y=-2443.442892,Z=-90.042236)","(Pitch=4.552785,Yaw=-25.991858,Roll=3.347701)","(X=1.853225,Y=1.853225,Z=1.853225)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var4_slBjG_4.Reed_Grass_LOD0_Var4_slBjG_4'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_327,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=-1464.259929,Y=-2683.183322,Z=-36.294189)","(Pitch=-5.310931,Yaw=97.638299,Roll=-9.534876)","(X=1.853225,Y=1.853225,Z=1.853225)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var4_slBjG_4.Reed_Grass_LOD0_Var4_slBjG_4'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_328,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=-1126.254556,Y=-2701.328144,Z=-59.637939)","(Pitch=-5.310931,Yaw=97.638299,Roll=-9.534876)","(X=1.853225,Y=1.853225,Z=1.853225)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var4_slBjG_4.Reed_Grass_LOD0_Var4_slBjG_4'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_329,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=1134.741653,Y=3004.884308,Z=-81.832764)","(Pitch=-0.000000,Yaw=-152.823136,Roll=-5.656446)","(X=1.853225,Y=1.853225,Z=1.853225)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var4_slBjG_4.Reed_Grass_LOD0_Var4_slBjG_4'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_330,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=1740.705087,Y=2649.894780,Z=-57.812256)","(Pitch=-0.000000,Yaw=-167.030022,Roll=0.000000)","(X=1.200000,Y=1.200000,Z=1.200000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var3_slBjG_3.Reed_Grass_LOD0_Var3_slBjG_3'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_331,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=1149.413933,Y=2778.421925,Z=-83.629395)","(Pitch=-0.000000,Yaw=-152.823136,Roll=-5.656446)","(X=1.853225,Y=1.853225,Z=1.853225)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var4_slBjG_4.Reed_Grass_LOD0_Var4_slBjG_4'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_332,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=-2660.153026,Y=116.202736,Z=-75.338867)","(Pitch=0.000000,Yaw=151.901541,Roll=-0.000000)","(X=1.880551,Y=1.880551,Z=1.880551)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var4_slBjG_4.Reed_Grass_LOD0_Var4_slBjG_4'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_333,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=-2743.625873,Y=-239.416625,Z=-102.327881)","(Pitch=-0.000000,Yaw=-178.849271,Roll=0.000000)","(X=1.880551,Y=1.880551,Z=1.880551)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var4_slBjG_4.Reed_Grass_LOD0_Var4_slBjG_4'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_334,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=890.247596,Y=3025.435566,Z=-35.615967)","(Pitch=-0.000000,Yaw=-167.030022,Roll=0.000000)","(X=1.200000,Y=1.200000,Z=1.200000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var3_slBjG_3.Reed_Grass_LOD0_Var3_slBjG_3'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_335,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=1486.414442,Y=2898.146940,Z=-35.615967)","(Pitch=-0.000000,Yaw=-167.030022,Roll=0.000000)","(X=1.200000,Y=1.200000,Z=1.200000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var3_slBjG_3.Reed_Grass_LOD0_Var3_slBjG_3'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_336,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=1393.826030,Y=2982.989459,Z=-35.615967)","(Pitch=0.000000,Yaw=153.602057,Roll=0.000000)","(X=1.880551,Y=1.880551,Z=1.880551)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var4_slBjG_4.Reed_Grass_LOD0_Var4_slBjG_4'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_337,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=1341.618810,Y=2622.670027,Z=-88.405029)","(Pitch=-0.000000,Yaw=-167.030022,Roll=0.000000)","(X=1.880551,Y=1.880551,Z=1.880551)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var4_slBjG_4.Reed_Grass_LOD0_Var4_slBjG_4'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_338,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=1495.014049,Y=2549.027581,Z=-57.812256)","(Pitch=-0.000000,Yaw=-167.030022,Roll=0.000000)","(X=1.853225,Y=1.853225,Z=1.853225)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var4_slBjG_4.Reed_Grass_LOD0_Var4_slBjG_4'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_339,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=1304.870174,Y=3070.409491,Z=-35.615967)","(Pitch=0.000000,Yaw=0.000000,Roll=-0.000000)","(X=1.880551,Y=1.880551,Z=1.880551)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var4_slBjG_4.Reed_Grass_LOD0_Var4_slBjG_4'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_340,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=3383.324939,Y=1.869130,Z=-134.082520)","(Pitch=4.424244,Yaw=-101.455297,Roll=-3.527917)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var4_slBjG_4.Reed_Grass_LOD0_Var4_slBjG_4'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_341,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=3318.080597,Y=127.038462,Z=-121.987549)","(Pitch=3.062471,Yaw=-5.518154,Roll=4.757964)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var4_slBjG_4.Reed_Grass_LOD0_Var4_slBjG_4'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_342,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=3417.314287,Y=-156.918630,Z=-52.282471)","(Pitch=-5.476903,Yaw=102.657151,Roll=1.415986)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var4_slBjG_4.Reed_Grass_LOD0_Var4_slBjG_4'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_343,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=2330.200098,Y=-2315.758643,Z=-50.836914)","(Pitch=-5.572525,Yaw=127.090267,Roll=-0.927918)","(X=1.853225,Y=1.853225,Z=1.853225)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var4_slBjG_4.Reed_Grass_LOD0_Var4_slBjG_4'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_344,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=1976.800188,Y=-2410.447502,Z=-77.931885)","(Pitch=-5.476903,Yaw=102.657151,Roll=1.415986)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var4_slBjG_4.Reed_Grass_LOD0_Var4_slBjG_4'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_345,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=2040.253234,Y=-2411.404824,Z=-129.480713)","(Pitch=-1.886678,Yaw=46.602352,Roll=5.333489)","(X=1.853225,Y=1.853225,Z=1.264264)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var4_slBjG_4.Reed_Grass_LOD0_Var4_slBjG_4'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_346,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=1906.679590,Y=-2468.456968,Z=-113.283691)","(Pitch=-0.000000,Yaw=-152.823136,Roll=-5.656446)","(X=1.853225,Y=1.853225,Z=1.853225)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var4_slBjG_4.Reed_Grass_LOD0_Var4_slBjG_4'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_347,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=866.571692,Y=2520.077066,Z=-154.995117)","(Pitch=-0.000000,Yaw=-152.823136,Roll=-5.656446)","(X=1.853225,Y=1.853225,Z=1.853225)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var4_slBjG_4.Reed_Grass_LOD0_Var4_slBjG_4'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_348,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=-1606.291052,Y=-2625.817065,Z=-47.411133)","(Pitch=-5.572525,Yaw=127.090267,Roll=-0.927918)","(X=1.853225,Y=1.853225,Z=1.853225)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var4_slBjG_4.Reed_Grass_LOD0_Var4_slBjG_4'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_349,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=31.148401,Y=-2801.220560,Z=-82.198486)","(Pitch=-0.000000,Yaw=-167.030022,Roll=0.000000)","(X=1.200000,Y=1.200000,Z=1.200000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var3_slBjG_3.Reed_Grass_LOD0_Var3_slBjG_3'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_350,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=303.262387,Y=-2861.962422,Z=-119.287842)","(Pitch=-0.000000,Yaw=-10.270480,Roll=0.000000)","(X=1.200000,Y=1.200000,Z=1.200000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var3_slBjG_3.Reed_Grass_LOD0_Var3_slBjG_3'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_351,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=3378.931378,Y=-347.570434,Z=-73.751709)","(Pitch=-1.768775,Yaw=-170.989874,Roll=-5.373638)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var4_slBjG_4.Reed_Grass_LOD0_Var4_slBjG_4'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_352,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=-2705.502854,Y=970.909555,Z=-63.203369)","(Pitch=-0.000000,Yaw=-167.030022,Roll=0.000000)","(X=1.880551,Y=1.880551,Z=1.880551)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var4_slBjG_4.Reed_Grass_LOD0_Var4_slBjG_4'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_353,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=3380.677868,Y=401.497444,Z=-70.448486)","(Pitch=4.424244,Yaw=-101.455297,Roll=-3.527917)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var4_slBjG_4.Reed_Grass_LOD0_Var4_slBjG_4'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_354,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=3293.900119,Y=-200.220803,Z=-210.891602)","(Pitch=-5.476903,Yaw=102.657151,Roll=1.415986)","(X=2.500000,Y=2.500000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var4_slBjG_4.Reed_Grass_LOD0_Var4_slBjG_4'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_355,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=-2443.810642,Y=1125.490331,Z=-110.713867)","(Pitch=-0.000000,Yaw=-8.538177,Roll=0.000000)","(X=2.500000,Y=2.500000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_LOD0_Var4_slBjG_4.Reed_Grass_LOD0_Var4_slBjG_4'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/Reed_Grass_slBjG/Reed_Grass_slBjG_inst""')),)"
Row_356,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=-2736.152026,Y=-611.495636,Z=-271.351074)","(Pitch=0.000000,Yaw=0.000000,Roll=-0.000000)","(X=2.500000,Y=2.500000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/SM_MERGED_ReedClump.SM_MERGED_ReedClump'',Materials=(MaterialInstanceConstant'""/Game/GrassPack/Materials/grass4_GV""')),)"
Row_357,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=-2569.342384,Y=-1127.561125,Z=-102.327881)","(Pitch=-0.000000,Yaw=-79.305384,Roll=0.000000)","(X=2.500000,Y=2.500000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/SM_MERGED_ReedClump.SM_MERGED_ReedClump'',Materials=(MaterialInstanceConstant'""/Game/GrassPack/Materials/grass4_GV""')),)"
Row_358,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=-2510.252406,Y=-1535.357391,Z=-228.607422)","(Pitch=-0.000000,Yaw=-79.305384,Roll=0.000000)","(X=2.500000,Y=2.500000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/SM_MERGED_ReedClump.SM_MERGED_ReedClump'',Materials=(MaterialInstanceConstant'""/Game/GrassPack/Materials/grass4_GV""')),)"
Row_359,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=-2223.099042,Y=-850.891303,Z=-183.078857)","(Pitch=-0.000000,Yaw=-79.305384,Roll=0.000000)","(X=2.500000,Y=2.500000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/SM_MERGED_ReedClump.SM_MERGED_ReedClump'',Materials=(MaterialInstanceConstant'""/Game/GrassPack/Materials/grass4_GV""')),)"
Row_360,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=12.617976,Y=-2648.293624,Z=-137.150146)","(Pitch=0.000000,Yaw=3.293696,Roll=-0.000000)","(X=2.500000,Y=2.500000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/SM_MERGED_ReedClump.SM_MERGED_ReedClump'',Materials=(MaterialInstanceConstant'""/Game/GrassPack/Materials/grass4_GV""')),)"
Row_361,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=776.393316,Y=-2604.338926,Z=-102.327881)","(Pitch=0.000000,Yaw=3.293696,Roll=-0.000000)","(X=2.500000,Y=2.500000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/SM_MERGED_ReedClump.SM_MERGED_ReedClump'',Materials=(MaterialInstanceConstant'""/Game/GrassPack/Materials/grass4_GV""')),)"
Row_362,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=1496.761750,Y=-2562.882263,Z=-102.327881)","(Pitch=0.000000,Yaw=168.729460,Roll=0.000000)","(X=2.500000,Y=2.500000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/SM_MERGED_ReedClump.SM_MERGED_ReedClump'',Materials=(MaterialInstanceConstant'""/Game/GrassPack/Materials/grass4_GV""')),)"
Row_363,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=2007.116994,Y=2372.704328,Z=-102.327881)","(Pitch=-0.000000,Yaw=-47.473237,Roll=0.000000)","(X=2.500000,Y=2.500000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/SM_MERGED_ReedClump.SM_MERGED_ReedClump'',Materials=(MaterialInstanceConstant'""/Game/GrassPack/Materials/grass4_GV""')),)"
Row_364,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=-1010.836340,Y=2759.294181,Z=-102.327881)","(Pitch=-0.000000,Yaw=-47.473237,Roll=0.000000)","(X=2.500000,Y=2.500000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/SM_MERGED_ReedClump.SM_MERGED_ReedClump'',Materials=(MaterialInstanceConstant'""/Game/GrassPack/Materials/grass4_GV""')),)"
Row_365,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=-2405.196697,Y=1326.321679,Z=-214.256104)","(Pitch=17.949538,Yaw=-117.195682,Roll=6.495822)","(X=2.500000,Y=2.500000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/SM_MERGED_ReedClump.SM_MERGED_ReedClump'',Materials=(MaterialInstanceConstant'""/Game/GrassPack/Materials/grass4_GV""')),)"
Row_366,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=-438.391072,Y=-2333.224833,Z=-183.447266)","(Pitch=-5.458935,Yaw=-31.408583,Roll=5.698639)","(X=2.500000,Y=2.500000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/SM_MERGED_ReedClump.SM_MERGED_ReedClump'',Materials=(MaterialInstanceConstant'""/Game/GrassPack/Materials/grass4_GV""')),)"
Row_367,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=2613.969970,Y=-1945.902223,Z=-109.071777)","(Pitch=0.000000,Yaw=43.129230,Roll=-0.000000)","(X=2.500000,Y=2.500000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/SM_MERGED_ReedClump.SM_MERGED_ReedClump'',Materials=(MaterialInstanceConstant'""/Game/GrassPack/Materials/grass4_GV""')),)"
Row_368,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=3014.873523,Y=-1616.132791,Z=-158.088135)","(Pitch=0.000000,Yaw=43.129230,Roll=-0.000000)","(X=1.583093,Y=2.233840,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/SM_MERGED_ReedClump.SM_MERGED_ReedClump'',Materials=(MaterialInstanceConstant'""/Game/GrassPack/Materials/grass4_GV""')),)"
Row_369,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=-371.836267,Y=2937.810834,Z=-136.951416)","(Pitch=0.000000,Yaw=170.093174,Roll=10.124142)","(X=2.500000,Y=2.500000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/SM_MERGED_ReedClump.SM_MERGED_ReedClump'',Materials=(MaterialInstanceConstant'""/Game/GrassPack/Materials/grass4_GV""')),)"
Row_370,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=1389.909054,Y=2630.120771,Z=-136.951416)","(Pitch=0.000000,Yaw=170.093174,Roll=10.124142)","(X=2.500000,Y=2.500000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Environment/Foliage/SM_MERGED_ReedClump.SM_MERGED_ReedClump'',Materials=(MaterialInstanceConstant'""/Game/GrassPack/Materials/grass4_GV""')),)"
